,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State FIPS,County FIPS
9104,CN4827100000000,48.0,271.0,"Kinney County, TX",12,1258.0,1148.0,110.0,8.7,48.0,271.0
9105,CN4827300000000,48.0,273.0,"Kleberg County, TX",12,15362.0,14308.0,1054.0,6.9,48.0,273.0
9106,CN4827500000000,48.0,275.0,"Knox County, TX",12,1811.0,1716.0,95.0,5.2,48.0,275.0
9107,CN4827700000000,48.0,277.0,"Lamar County, TX",12,22554.0,20488.0,2066.0,9.2,48.0,277.0
9108,CN4827900000000,48.0,279.0,"Lamb County, TX",12,6440.0,5930.0,510.0,7.9,48.0,279.0
9109,CN4828100000000,48.0,281.0,"Lampasas County, TX",12,9058.0,8415.0,643.0,7.1,48.0,281.0
9110,CN4828300000000,48.0,283.0,"La Salle County, TX",12,3657.0,3495.0,162.0,4.4,48.0,283.0
9111,CN4828500000000,48.0,285.0,"Lavaca County, TX",12,9446.0,8992.0,454.0,4.8,48.0,285.0
9112,CN4828700000000,48.0,287.0,"Lee County, TX",12,9102.0,8614.0,488.0,5.4,48.0,287.0
9113,CN4828900000000,48.0,289.0,"Leon County, TX",12,6927.0,6419.0,508.0,7.3,48.0,289.0
9114,CN4829100000000,48.0,291.0,"Liberty County, TX",12,30758.0,27825.0,2933.0,9.5,48.0,291.0
9115,CN4829300000000,48.0,293.0,"Limestone County, TX",12,9568.0,8913.0,655.0,6.8,48.0,293.0
9116,CN4829500000000,48.0,295.0,"Lipscomb County, TX",12,1751.0,1684.0,67.0,3.8,48.0,295.0
9117,CN4829700000000,48.0,297.0,"Live Oak County, TX",12,5748.0,5486.0,262.0,4.6,48.0,297.0
9118,CN4829900000000,48.0,299.0,"Llano County, TX",12,8036.0,7493.0,543.0,6.8,48.0,299.0
9119,CN4830100000000,48.0,301.0,"Loving County, TX",12,67.0,63.0,4.0,6.0,48.0,301.0
9120,CN4830300000000,48.0,303.0,"Lubbock County, TX",12,145065.0,137354.0,7711.0,5.3,48.0,303.0
9121,CN4830500000000,48.0,305.0,"Lynn County, TX",12,2944.0,2766.0,178.0,6.0,48.0,305.0
9122,CN4830700000000,48.0,307.0,"McCulloch County, TX",12,4386.0,4151.0,235.0,5.4,48.0,307.0
9123,CN4830900000000,48.0,309.0,"McLennan County, TX",12,111933.0,104540.0,7393.0,6.6,48.0,309.0
9124,CN4831100000000,48.0,311.0,"McMullen County, TX",12,741.0,724.0,17.0,2.3,48.0,311.0
9125,CN4831300000000,48.0,313.0,"Madison County, TX",12,4636.0,4310.0,326.0,7.0,48.0,313.0
9126,CN4831500000000,48.0,315.0,"Marion County, TX",12,4334.0,3941.0,393.0,9.1,48.0,315.0
9127,CN4831700000000,48.0,317.0,"Martin County, TX",12,2406.0,2298.0,108.0,4.5,48.0,317.0
9128,CN4831900000000,48.0,319.0,"Mason County, TX",12,1963.0,1861.0,102.0,5.2,48.0,319.0
9129,CN4832100000000,48.0,321.0,"Matagorda County, TX",12,17038.0,15320.0,1718.0,10.1,48.0,321.0
9130,CN4832300000000,48.0,323.0,"Maverick County, TX",12,23272.0,20372.0,2900.0,12.5,48.0,323.0
9131,CN4832500000000,48.0,325.0,"Medina County, TX",12,20128.0,18817.0,1311.0,6.5,48.0,325.0
9132,CN4832700000000,48.0,327.0,"Menard County, TX",12,969.0,908.0,61.0,6.3,48.0,327.0
9133,CN4832900000000,48.0,329.0,"Midland County, TX",12,81909.0,78747.0,3162.0,3.9,48.0,329.0
9134,CN4833100000000,48.0,331.0,"Milam County, TX",12,10239.0,9365.0,874.0,8.5,48.0,331.0
9135,CN4833300000000,48.0,333.0,"Mills County, TX",12,2093.0,1980.0,113.0,5.4,48.0,333.0
9136,CN4833500000000,48.0,335.0,"Mitchell County, TX",12,2866.0,2696.0,170.0,5.9,48.0,335.0
9137,CN4833700000000,48.0,337.0,"Montague County, TX",12,9814.0,9286.0,528.0,5.4,48.0,337.0
9138,CN4833900000000,48.0,339.0,"Montgomery County, TX",12,238286.0,224210.0,14076.0,5.9,48.0,339.0
9139,CN4834100000000,48.0,341.0,"Moore County, TX",12,11546.0,11049.0,497.0,4.3,48.0,341.0
9140,CN4834300000000,48.0,343.0,"Morris County, TX",12,5812.0,5249.0,563.0,9.7,48.0,343.0
9141,CN4834500000000,48.0,345.0,"Motley County, TX",12,520.0,489.0,31.0,6.0,48.0,345.0
9142,CN4834700000000,48.0,347.0,"Nacogdoches County, TX",12,29457.0,27511.0,1946.0,6.6,48.0,347.0
9143,CN4834900000000,48.0,349.0,"Navarro County, TX",12,23157.0,21484.0,1673.0,7.2,48.0,349.0
9144,CN4835100000000,48.0,351.0,"Newton County, TX",12,5780.0,5145.0,635.0,11.0,48.0,351.0
9145,CN4835300000000,48.0,353.0,"Nolan County, TX",12,7066.0,6648.0,418.0,5.9,48.0,353.0
9146,CN4835500000000,48.0,355.0,"Nueces County, TX",12,166385.0,155512.0,10873.0,6.5,48.0,355.0
9147,CN4835700000000,48.0,357.0,"Ochiltree County, TX",12,5300.0,5097.0,203.0,3.8,48.0,357.0
9148,CN4835900000000,48.0,359.0,"Oldham County, TX",12,947.0,907.0,40.0,4.2,48.0,359.0
9149,CN4836100000000,48.0,361.0,"Orange County, TX",12,38723.0,34695.0,4028.0,10.4,48.0,361.0
9150,CN4836300000000,48.0,363.0,"Palo Pinto County, TX",12,13366.0,12470.0,896.0,6.7,48.0,363.0
9151,CN4836500000000,48.0,365.0,"Panola County, TX",12,12274.0,11436.0,838.0,6.8,48.0,365.0
9152,CN4836700000000,48.0,367.0,"Parker County, TX",12,57698.0,54293.0,3405.0,5.9,48.0,367.0
9153,CN4836900000000,48.0,369.0,"Parmer County, TX",12,4986.0,4782.0,204.0,4.1,48.0,369.0
9154,CN4837100000000,48.0,371.0,"Pecos County, TX",12,6967.0,6611.0,356.0,5.1,48.0,371.0
9155,CN4837300000000,48.0,373.0,"Polk County, TX",12,17475.0,16079.0,1396.0,8.0,48.0,373.0
9156,CN4837500000000,48.0,375.0,"Potter County, TX",12,58113.0,55023.0,3090.0,5.3,48.0,375.0
9157,CN4837700000000,48.0,377.0,"Presidio County, TX",12,3811.0,3307.0,504.0,13.2,48.0,377.0
9158,CN4837900000000,48.0,379.0,"Rains County, TX",12,5211.0,4849.0,362.0,6.9,48.0,379.0
9159,CN4838100000000,48.0,381.0,"Randall County, TX",12,67867.0,64883.0,2984.0,4.4,48.0,381.0
9160,CN4838300000000,48.0,383.0,"Reagan County, TX",12,2070.0,2000.0,70.0,3.4,48.0,383.0
9161,CN4838500000000,48.0,385.0,"Real County, TX",12,1063.0,964.0,99.0,9.3,48.0,385.0
9162,CN4838700000000,48.0,387.0,"Red River County, TX",12,5241.0,4683.0,558.0,10.6,48.0,387.0
9163,CN4838900000000,48.0,389.0,"Reeves County, TX",12,5322.0,4966.0,356.0,6.7,48.0,389.0
9164,CN4839100000000,48.0,391.0,"Refugio County, TX",12,3495.0,3286.0,209.0,6.0,48.0,391.0
9165,CN4839300000000,48.0,393.0,"Roberts County, TX",12,469.0,446.0,23.0,4.9,48.0,393.0
9166,CN4839500000000,48.0,395.0,"Robertson County, TX",12,7260.0,6680.0,580.0,8.0,48.0,395.0
9167,CN4839700000000,48.0,397.0,"Rockwall County, TX",12,41035.0,38513.0,2522.0,6.1,48.0,397.0
9168,CN4839900000000,48.0,399.0,"Runnels County, TX",12,5041.0,4764.0,277.0,5.5,48.0,399.0
9169,CN4840100000000,48.0,401.0,"Rusk County, TX",12,24496.0,22965.0,1531.0,6.3,48.0,401.0
9170,CN4840300000000,48.0,403.0,"Sabine County, TX",12,3373.0,2885.0,488.0,14.5,48.0,403.0
9171,CN4840500000000,48.0,405.0,"San Augustine County, TX",12,3013.0,2650.0,363.0,12.0,48.0,405.0
9172,CN4840700000000,48.0,407.0,"San Jacinto County, TX",12,11428.0,10492.0,936.0,8.2,48.0,407.0
9173,CN4840900000000,48.0,409.0,"San Patricio County, TX",12,30317.0,28030.0,2287.0,7.5,48.0,409.0
9174,CN4841100000000,48.0,411.0,"San Saba County, TX",12,2286.0,2144.0,142.0,6.2,48.0,411.0
9175,CN4841300000000,48.0,413.0,"Schleicher County, TX",12,1775.0,1704.0,71.0,4.0,48.0,413.0
9176,CN4841500000000,48.0,415.0,"Scurry County, TX",12,8088.0,7728.0,360.0,4.5,48.0,415.0
9177,CN4841700000000,48.0,417.0,"Shackelford County, TX",12,2205.0,2128.0,77.0,3.5,48.0,417.0
9178,CN4841900000000,48.0,419.0,"Shelby County, TX",12,12080.0,11207.0,873.0,7.2,48.0,419.0
9179,CN4842100000000,48.0,421.0,"Sherman County, TX",12,1499.0,1436.0,63.0,4.2,48.0,421.0
9180,CN4842300000000,48.0,423.0,"Smith County, TX",12,101370.0,94280.0,7090.0,7.0,48.0,423.0
9181,CN4842500000000,48.0,425.0,"Somervell County, TX",12,4128.0,3856.0,272.0,6.6,48.0,425.0
9182,CN4842700000000,48.0,427.0,"Starr County, TX",12,25921.0,22173.0,3748.0,14.5,48.0,427.0
9183,CN4842900000000,48.0,429.0,"Stephens County, TX",12,4367.0,4110.0,257.0,5.9,48.0,429.0
9184,CN4843100000000,48.0,431.0,"Sterling County, TX",12,717.0,692.0,25.0,3.5,48.0,431.0
9185,CN4843300000000,48.0,433.0,"Stonewall County, TX",12,745.0,713.0,32.0,4.3,48.0,433.0
9186,CN4843500000000,48.0,435.0,"Sutton County, TX",12,2007.0,1910.0,97.0,4.8,48.0,435.0
9187,CN4843700000000,48.0,437.0,"Swisher County, TX",12,3038.0,2859.0,179.0,5.9,48.0,437.0
9188,CN4843900000000,48.0,439.0,"Tarrant County, TX",12,962455.0,900121.0,62334.0,6.5,48.0,439.0
9189,CN4844100000000,48.0,441.0,"Taylor County, TX",12,64236.0,60619.0,3617.0,5.6,48.0,441.0
9190,CN4844300000000,48.0,443.0,"Terrell County, TX",12,546.0,521.0,25.0,4.6,48.0,443.0
9191,CN4844500000000,48.0,445.0,"Terry County, TX",12,5643.0,5276.0,367.0,6.5,48.0,445.0
9192,CN4844700000000,48.0,447.0,"Throckmorton County, TX",12,827.0,783.0,44.0,5.3,48.0,447.0
9193,CN4844900000000,48.0,449.0,"Titus County, TX",12,13216.0,12229.0,987.0,7.5,48.0,449.0
9194,CN4845100000000,48.0,451.0,"Tom Green County, TX",12,53583.0,50741.0,2842.0,5.3,48.0,451.0
9195,CN4845300000000,48.0,453.0,"Travis County, TX",12,609934.0,576559.0,33375.0,5.5,48.0,453.0
9196,CN4845500000000,48.0,455.0,"Trinity County, TX",12,5554.0,5100.0,454.0,8.2,48.0,455.0
9197,CN4845700000000,48.0,457.0,"Tyler County, TX",12,7549.0,6746.0,803.0,10.6,48.0,457.0
9198,CN4845900000000,48.0,459.0,"Upshur County, TX",12,18654.0,17404.0,1250.0,6.7,48.0,459.0
9199,CN4846100000000,48.0,461.0,"Upton County, TX",12,1585.0,1521.0,64.0,4.0,48.0,461.0
9200,CN4846300000000,48.0,463.0,"Uvalde County, TX",12,11906.0,10965.0,941.0,7.9,48.0,463.0
9201,CN4846500000000,48.0,465.0,"Val Verde County, TX",12,19935.0,18423.0,1512.0,7.6,48.0,465.0
9202,CN4846700000000,48.0,467.0,"Van Zandt County, TX",12,23528.0,21905.0,1623.0,6.9,48.0,467.0
9203,CN4846900000000,48.0,469.0,"Victoria County, TX",12,45078.0,42572.0,2506.0,5.6,48.0,469.0
9204,CN4847100000000,48.0,471.0,"Walker County, TX",12,23064.0,21468.0,1596.0,6.9,48.0,471.0
9205,CN4847300000000,48.0,473.0,"Waller County, TX",12,20420.0,18997.0,1423.0,7.0,48.0,473.0
9206,CN4847500000000,48.0,475.0,"Ward County, TX",12,5336.0,5080.0,256.0,4.8,48.0,475.0
9207,CN4847700000000,48.0,477.0,"Washington County, TX",12,15586.0,14714.0,872.0,5.6,48.0,477.0
9208,CN4847900000000,48.0,479.0,"Webb County, TX",12,108718.0,101711.0,7007.0,6.4,48.0,479.0
9209,CN4848100000000,48.0,481.0,"Wharton County, TX",12,21353.0,19916.0,1437.0,6.7,48.0,481.0
9210,CN4848300000000,48.0,483.0,"Wheeler County, TX",12,2884.0,2759.0,125.0,4.3,48.0,483.0
9211,CN4848500000000,48.0,485.0,"Wichita County, TX",12,58245.0,54721.0,3524.0,6.1,48.0,485.0
9212,CN4848700000000,48.0,487.0,"Wilbarger County, TX",12,5902.0,5548.0,354.0,6.0,48.0,487.0
9213,CN4848900000000,48.0,489.0,"Willacy County, TX",12,7394.0,6232.0,1162.0,15.7,48.0,489.0
9214,CN4849100000000,48.0,491.0,"Williamson County, TX",12,236514.0,222794.0,13720.0,5.8,48.0,491.0
9215,CN4849300000000,48.0,493.0,"Wilson County, TX",12,21648.0,20455.0,1193.0,5.5,48.0,493.0
9216,CN4849500000000,48.0,495.0,"Winkler County, TX",12,3174.0,2995.0,179.0,5.6,48.0,495.0
9217,CN4849700000000,48.0,497.0,"Wise County, TX",12,28144.0,26338.0,1806.0,6.4,48.0,497.0
9218,CN4849900000000,48.0,499.0,"Wood County, TX",12,16670.0,15366.0,1304.0,7.8,48.0,499.0
9219,CN4850100000000,48.0,501.0,"Yoakum County, TX",12,4320.0,4147.0,173.0,4.0,48.0,501.0
9220,CN4850300000000,48.0,503.0,"Young County, TX",12,8537.0,8053.0,484.0,5.7,48.0,503.0
9221,CN4850500000000,48.0,505.0,"Zapata County, TX",12,6792.0,6364.0,428.0,6.3,48.0,505.0
9222,CN4850700000000,48.0,507.0,"Zavala County, TX",12,4371.0,3784.0,587.0,13.4,48.0,507.0
9223,CN4900100000000,49.0,1.0,"Beaver County, UT",12,2859.0,2706.0,153.0,5.4,49.0,1.0
9224,CN4900300000000,49.0,3.0,"Box Elder County, UT",12,22617.0,21471.0,1146.0,5.1,49.0,3.0
9225,CN4900500000000,49.0,5.0,"Cache County, UT",12,56249.0,54033.0,2216.0,3.9,49.0,5.0
9226,CN4900700000000,49.0,7.0,"Carbon County, UT",12,9115.0,8548.0,567.0,6.2,49.0,7.0
9227,CN4900900000000,49.0,9.0,"Daggett County, UT",12,430.0,411.0,19.0,4.4,49.0,9.0
9228,CN4901100000000,49.0,11.0,"Davis County, UT",12,146668.0,140358.0,6310.0,4.3,49.0,11.0
9229,CN4901300000000,49.0,13.0,"Duchesne County, UT",12,9029.0,8657.0,372.0,4.1,49.0,13.0
9230,CN4901500000000,49.0,15.0,"Emery County, UT",12,4670.0,4374.0,296.0,6.3,49.0,15.0
9231,CN4901700000000,49.0,17.0,"Garfield County, UT",12,2802.0,2567.0,235.0,8.4,49.0,17.0
9232,CN4901900000000,49.0,19.0,"Grand County, UT",12,5314.0,4918.0,396.0,7.5,49.0,19.0
9233,CN4902100000000,49.0,21.0,"Iron County, UT",12,19166.0,18011.0,1155.0,6.0,49.0,21.0
9234,CN4902300000000,49.0,23.0,"Juab County, UT",12,4556.0,4311.0,245.0,5.4,49.0,23.0
9235,CN4902500000000,49.0,25.0,"Kane County, UT",12,3408.0,3209.0,199.0,5.8,49.0,25.0
9236,CN4902700000000,49.0,27.0,"Millard County, UT",12,5861.0,5620.0,241.0,4.1,49.0,27.0
9237,CN4902900000000,49.0,29.0,"Morgan County, UT",12,4275.0,4091.0,184.0,4.3,49.0,29.0
9238,CN4903100000000,49.0,31.0,"Piute County, UT",12,484.0,448.0,36.0,7.4,49.0,31.0
9239,CN4903300000000,49.0,33.0,"Rich County, UT",12,933.0,889.0,44.0,4.7,49.0,33.0
9240,CN4903500000000,49.0,35.0,"Salt Lake County, UT",12,548916.0,523470.0,25446.0,4.6,49.0,35.0
9241,CN4903700000000,49.0,37.0,"San Juan County, UT",12,5593.0,5156.0,437.0,7.8,49.0,37.0
9242,CN4903900000000,49.0,39.0,"Sanpete County, UT",12,11082.0,10456.0,626.0,5.6,49.0,39.0
9243,CN4904100000000,49.0,41.0,"Sevier County, UT",12,9279.0,8780.0,499.0,5.4,49.0,41.0
9244,CN4904300000000,49.0,43.0,"Summit County, UT",12,21241.0,20317.0,924.0,4.4,49.0,43.0
9245,CN4904500000000,49.0,45.0,"Tooele County, UT",12,27342.0,25900.0,1442.0,5.3,49.0,45.0
9246,CN4904700000000,49.0,47.0,"Uintah County, UT",12,15779.0,15162.0,617.0,3.9,49.0,47.0
9247,CN4904900000000,49.0,49.0,"Utah County, UT",12,235588.0,225267.0,10321.0,4.4,49.0,49.0
9248,CN4905100000000,49.0,51.0,"Wasatch County, UT",12,11484.0,10903.0,581.0,5.1,49.0,51.0
9249,CN4905300000000,49.0,53.0,"Washington County, UT",12,56322.0,52898.0,3424.0,6.1,49.0,53.0
9250,CN4905500000000,49.0,55.0,"Wayne County, UT",12,1327.0,1200.0,127.0,9.6,49.0,55.0
9251,CN4905700000000,49.0,57.0,"Weber County, UT",12,111607.0,105366.0,6241.0,5.6,49.0,57.0
9252,CN5000100000000,50.0,1.0,"Addison County, VT",12,20946.0,20032.0,914.0,4.4,50.0,1.0
9253,CN5000300000000,50.0,3.0,"Bennington County, VT",12,19730.0,18604.0,1126.0,5.7,50.0,3.0
9254,CN5000500000000,50.0,5.0,"Caledonia County, VT",12,16185.0,15210.0,975.0,6.0,50.0,5.0
9255,CN5000700000000,50.0,7.0,"Chittenden County, VT",12,96227.0,92709.0,3518.0,3.7,50.0,7.0
9256,CN5000900000000,50.0,9.0,"Essex County, VT",12,2941.0,2712.0,229.0,7.8,50.0,9.0
9257,CN5001100000000,50.0,11.0,"Franklin County, VT",12,27962.0,26750.0,1212.0,4.3,50.0,11.0
9258,CN5001300000000,50.0,13.0,"Grand Isle County, VT",12,4146.0,3929.0,217.0,5.2,50.0,13.0
9259,CN5001500000000,50.0,15.0,"Lamoille County, VT",12,14083.0,13217.0,866.0,6.1,50.0,15.0
9260,CN5001700000000,50.0,17.0,"Orange County, VT",12,16511.0,15759.0,752.0,4.6,50.0,17.0
9261,CN5001900000000,50.0,19.0,"Orleans County, VT",12,14156.0,13097.0,1059.0,7.5,50.0,19.0
9262,CN5002100000000,50.0,21.0,"Rutland County, VT",12,32910.0,30919.0,1991.0,6.0,50.0,21.0
9263,CN5002300000000,50.0,23.0,"Washington County, VT",12,34759.0,33174.0,1585.0,4.6,50.0,23.0
9264,CN5002500000000,50.0,25.0,"Windham County, VT",12,24759.0,23518.0,1241.0,5.0,50.0,25.0
9265,CN5002700000000,50.0,27.0,"Windsor County, VT",12,30842.0,29450.0,1392.0,4.5,50.0,27.0
9266,CN5100100000000,51.0,1.0,"Accomack County, VA",12,16361.0,15124.0,1237.0,7.6,51.0,1.0
9267,CN5100300000000,51.0,3.0,"Albemarle County, VA",12,52514.0,49879.0,2635.0,5.0,51.0,3.0
9268,CN5100500000000,51.0,5.0,"Alleghany County, VA",12,7776.0,7248.0,528.0,6.8,51.0,5.0
9269,CN5100700000000,51.0,7.0,"Amelia County, VA",12,6200.0,5812.0,388.0,6.3,51.0,7.0
9270,CN5100900000000,51.0,9.0,"Amherst County, VA",12,16020.0,14991.0,1029.0,6.4,51.0,9.0
9271,CN5101100000000,51.0,11.0,"Appomattox County, VA",12,7199.0,6684.0,515.0,7.2,51.0,11.0
9272,CN5101300000000,51.0,13.0,"Arlington County, VA",12,143775.0,138990.0,4785.0,3.3,51.0,13.0
9273,CN5101500000000,51.0,15.0,"Augusta County, VA",12,36945.0,34892.0,2053.0,5.6,51.0,15.0
9274,CN5101700000000,51.0,17.0,"Bath County, VA",12,2579.0,2435.0,144.0,5.6,51.0,17.0
9275,CN5101900000000,51.0,19.0,"Bedford County, VA",12,38220.0,36032.0,2188.0,5.7,51.0,19.0
9276,CN5102100000000,51.0,21.0,"Bland County, VA",12,2867.0,2673.0,194.0,6.8,51.0,21.0
9277,CN5102300000000,51.0,23.0,"Botetourt County, VA",12,17683.0,16754.0,929.0,5.3,51.0,23.0
9278,CN5102500000000,51.0,25.0,"Brunswick County, VA",12,6702.0,6051.0,651.0,9.7,51.0,25.0
9279,CN5102700000000,51.0,27.0,"Buchanan County, VA",12,8555.0,7806.0,749.0,8.8,51.0,27.0
9280,CN5102900000000,51.0,29.0,"Buckingham County, VA",12,6449.0,5921.0,528.0,8.2,51.0,29.0
9281,CN5103100000000,51.0,31.0,"Campbell County, VA",12,27007.0,25332.0,1675.0,6.2,51.0,31.0
9282,CN5103300000000,51.0,33.0,"Caroline County, VA",12,14453.0,13371.0,1082.0,7.5,51.0,33.0
9283,CN5103500000000,51.0,35.0,"Carroll County, VA",12,13442.0,12341.0,1101.0,8.2,51.0,35.0
9284,CN5103600000000,51.0,36.0,"Charles City County, VA",12,3840.0,3551.0,289.0,7.5,51.0,36.0
9285,CN5103700000000,51.0,37.0,"Charlotte County, VA",12,5345.0,4898.0,447.0,8.4,51.0,37.0
9286,CN5104100000000,51.0,41.0,"Chesterfield County, VA",12,172511.0,162408.0,10103.0,5.9,51.0,41.0
9287,CN5104300000000,51.0,43.0,"Clarke County, VA",12,7719.0,7331.0,388.0,5.0,51.0,43.0
9288,CN5104500000000,51.0,45.0,"Craig County, VA",12,2457.0,2292.0,165.0,6.7,51.0,45.0
9289,CN5104700000000,51.0,47.0,"Culpeper County, VA",12,23301.0,22030.0,1271.0,5.5,51.0,47.0
9290,CN5104900000000,51.0,49.0,"Cumberland County, VA",12,4513.0,4204.0,309.0,6.8,51.0,49.0
9291,CN5105100000000,51.0,51.0,"Dickenson County, VA",12,5193.0,4660.0,533.0,10.3,51.0,51.0
9292,CN5105300000000,51.0,53.0,"Dinwiddie County, VA",12,13591.0,12601.0,990.0,7.3,51.0,53.0
9293,CN5105700000000,51.0,57.0,"Essex County, VA",12,5724.0,5320.0,404.0,7.1,51.0,57.0
9294,CN5105900000000,51.0,59.0,"Fairfax County, VA",12,622539.0,595596.0,26943.0,4.3,51.0,59.0
9295,CN5106100000000,51.0,61.0,"Fauquier County, VA",12,35937.0,34164.0,1773.0,4.9,51.0,61.0
9296,CN5106300000000,51.0,63.0,"Floyd County, VA",12,8357.0,7902.0,455.0,5.4,51.0,63.0
9297,CN5106500000000,51.0,65.0,"Fluvanna County, VA",12,13146.0,12484.0,662.0,5.0,51.0,65.0
9298,CN5106700000000,51.0,67.0,"Franklin County, VA",12,27345.0,25619.0,1726.0,6.3,51.0,67.0
9299,CN5106900000000,51.0,69.0,"Frederick County, VA",12,43363.0,40961.0,2402.0,5.5,51.0,69.0
9300,CN5107100000000,51.0,71.0,"Giles County, VA",12,8214.0,7641.0,573.0,7.0,51.0,71.0
9301,CN5107300000000,51.0,73.0,"Gloucester County, VA",12,19325.0,18279.0,1046.0,5.4,51.0,73.0
9302,CN5107500000000,51.0,75.0,"Goochland County, VA",12,10254.0,9705.0,549.0,5.4,51.0,75.0
9303,CN5107700000000,51.0,77.0,"Grayson County, VA",12,6970.0,6329.0,641.0,9.2,51.0,77.0
9304,CN5107900000000,51.0,79.0,"Greene County, VA",12,9775.0,9255.0,520.0,5.3,51.0,79.0
9305,CN5108100000000,51.0,81.0,"Greensville County, VA",12,4450.0,4082.0,368.0,8.3,51.0,81.0
9306,CN5108300000000,51.0,83.0,"Halifax County, VA",12,15984.0,14526.0,1458.0,9.1,51.0,83.0
9307,CN5108500000000,51.0,85.0,"Hanover County, VA",12,55014.0,52104.0,2910.0,5.3,51.0,85.0
9308,CN5108700000000,51.0,87.0,"Henrico County, VA",12,172122.0,162133.0,9989.0,5.8,51.0,87.0
9309,CN5108900000000,51.0,89.0,"Henry County, VA",12,22647.0,20348.0,2299.0,10.2,51.0,89.0
9310,CN5109100000000,51.0,91.0,"Highland County, VA",12,1458.0,1390.0,68.0,4.7,51.0,91.0
9311,CN5109300000000,51.0,93.0,"Isle of Wight County, VA",12,18713.0,17576.0,1137.0,6.1,51.0,93.0
9312,CN5109500000000,51.0,95.0,"James City County, VA",12,32902.0,31096.0,1806.0,5.5,51.0,95.0
9313,CN5109700000000,51.0,97.0,"King and Queen County, VA",12,3663.0,3430.0,233.0,6.4,51.0,97.0
9314,CN5109900000000,51.0,99.0,"King George County, VA",12,11700.0,10972.0,728.0,6.2,51.0,99.0
9315,CN5110100000000,51.0,101.0,"King William County, VA",12,8662.0,8136.0,526.0,6.1,51.0,101.0
9316,CN5110300000000,51.0,103.0,"Lancaster County, VA",12,5501.0,5081.0,420.0,7.6,51.0,103.0
9317,CN5110500000000,51.0,105.0,"Lee County, VA",12,9758.0,8984.0,774.0,7.9,51.0,105.0
9318,CN5110700000000,51.0,107.0,"Loudoun County, VA",12,185689.0,177771.0,7918.0,4.3,51.0,107.0
9319,CN5110900000000,51.0,109.0,"Louisa County, VA",12,17913.0,16843.0,1070.0,6.0,51.0,109.0
9320,CN5111100000000,51.0,111.0,"Lunenburg County, VA",12,5367.0,4977.0,390.0,7.3,51.0,111.0
9321,CN5111300000000,51.0,113.0,"Madison County, VA",12,7245.0,6911.0,334.0,4.6,51.0,113.0
9322,CN5111500000000,51.0,115.0,"Mathews County, VA",12,4165.0,3937.0,228.0,5.5,51.0,115.0
9323,CN5111700000000,51.0,117.0,"Mecklenburg County, VA",12,13481.0,12261.0,1220.0,9.0,51.0,117.0
9324,CN5111900000000,51.0,119.0,"Middlesex County, VA",12,5122.0,4823.0,299.0,5.8,51.0,119.0
9325,CN5112100000000,51.0,121.0,"Montgomery County, VA",12,49029.0,46233.0,2796.0,5.7,51.0,121.0
9326,CN5112500000000,51.0,125.0,"Nelson County, VA",12,7444.0,7028.0,416.0,5.6,51.0,125.0
9327,CN5112700000000,51.0,127.0,"New Kent County, VA",12,10588.0,10022.0,566.0,5.3,51.0,127.0
9328,CN5113100000000,51.0,131.0,"Northampton County, VA",12,6172.0,5623.0,549.0,8.9,51.0,131.0
9329,CN5113300000000,51.0,133.0,"Northumberland County, VA",12,5871.0,5411.0,460.0,7.8,51.0,133.0
9330,CN5113500000000,51.0,135.0,"Nottoway County, VA",12,6859.0,6440.0,419.0,6.1,51.0,135.0
9331,CN5113700000000,51.0,137.0,"Orange County, VA",12,15830.0,14815.0,1015.0,6.4,51.0,137.0
9332,CN5113900000000,51.0,139.0,"Page County, VA",12,12145.0,10956.0,1189.0,9.8,51.0,139.0
9333,CN5114100000000,51.0,141.0,"Patrick County, VA",12,7952.0,7255.0,697.0,8.8,51.0,141.0
9334,CN5114300000000,51.0,143.0,"Pittsylvania County, VA",12,30634.0,28346.0,2288.0,7.5,51.0,143.0
9335,CN5114500000000,51.0,145.0,"Powhatan County, VA",12,13524.0,12792.0,732.0,5.4,51.0,145.0
9336,CN5114700000000,51.0,147.0,"Prince Edward County, VA",12,10245.0,9409.0,836.0,8.2,51.0,147.0
9337,CN5114900000000,51.0,149.0,"Prince George County, VA",12,14615.0,13575.0,1040.0,7.1,51.0,149.0
9338,CN5115300000000,51.0,153.0,"Prince William County, VA",12,228277.0,216715.0,11562.0,5.1,51.0,153.0
9339,CN5115500000000,51.0,155.0,"Pulaski County, VA",12,16831.0,15629.0,1202.0,7.1,51.0,155.0
9340,CN5115700000000,51.0,157.0,"Rappahannock County, VA",12,3953.0,3748.0,205.0,5.2,51.0,157.0
9341,CN5115900000000,51.0,159.0,"Richmond County, VA",12,3915.0,3675.0,240.0,6.1,51.0,159.0
9342,CN5116100000000,51.0,161.0,"Roanoke County, VA",12,49450.0,46967.0,2483.0,5.0,51.0,161.0
9343,CN5116300000000,51.0,163.0,"Rockbridge County, VA",12,10738.0,10111.0,627.0,5.8,51.0,163.0
9344,CN5116500000000,51.0,165.0,"Rockingham County, VA",12,40767.0,38551.0,2216.0,5.4,51.0,165.0
9345,CN5116700000000,51.0,167.0,"Russell County, VA",12,11737.0,10760.0,977.0,8.3,51.0,167.0
